text,preview
"
      How I discovered the scientific side of fundraising      ","
  
      Transferable skills extend far beyond the lab  
"
"
      For job satisfaction, culture fit matters      ","
  
      Job seekers need to consider company culture, our columnist writes  
"
"
      New analysis of funding trends offers encouraging news for female investigators—with caveats      ","
  
      For major NIH research grants, women and men have similar funding trajectories but important differences in renewals   
"
"
      Why I'm pushing for a postdoc union      ","
  
      Forming a union could help address some of the many challenges that postdocs face  
"
"
      In job interviews, credibility comes from more than what you know      ","
  
      Credibility is key for getting past first-round interviews  
"
"
      When it comes to having a family and an academic career, find what works for you      ","
  
      Communication, flexibility, and creativity can help you get it done  
"
"
      The scientific swerve: Changing your research focus      ","
  
      Hitting refresh on your research carries risks but also benefits.  
"
"
      Cautious optimism as society names lab safety a core value      ","
  
      Safety is central to good science, declares the American Chemical Society  
"
"
      Hoping for a faculty job? Here's what hiring committees are looking for      ","
  
      A small survey highlights the key criteria—and why they can be problematic  
"
"
      How to budget your grant proposal      ","
  
      An accurate, convincing budget is a crucial component for your grant application  
"
"
      It's never too late to stretch your wings: Why I got a Ph.D. at age 66      ","
  
      To maintain a rewarding career, be open to change
  
"
